Record Length,Analog:7000,,,,
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000,,,,
Vertical Units,CH1:V CH2:V,,,,
Vertical Scale,CH1:0.05 CH2:0.50,,,,
Vertical Offset,CH1:-0.17100 CH2:-0.13000,,,,
Horizontal Units,us,,,,
Horizontal Scale,500,,,,
Model Number,T3DSO1104 ,,,,
Serial Number,T0101C18470265,,,,
Software Version,8.1.6.1.26,,,,
Source,CH1,CH2,,,
Second,Volt,Volt,,voltage,wavelength
0.003587,0.127,0.03,80.03,80.03,-0.19512732
0.003588,0.127,0.03,80.03,80.03,-0.19512732
0.003589,0.129,0.03,80.03,80.03,-0.19512732
0.00359,0.125,0.03,80.03,80.03,-0.19512732
0.003591,0.125,0.03,80.03,80.03,-0.19512732
0.003592,0.125,0.03,80.03,80.03,-0.19512732
0.003593,0.119,0.03,80.03,80.03,-0.19512732
0.003594,0.117,0.01,80.01,80.01,-0.195067773
0.003595,0.121,0.01,80.01,80.01,-0.195067773
0.003596,0.119,0.03,80.03,80.03,-0.19512732
0.003597,0.115,0.03,80.03,80.03,-0.19512732
0.003598,0.115,0.01,80.01,80.01,-0.195067773
0.003599,0.113,0.01,80.01,80.01,-0.195067773
0.0036,0.115,0.01,80.01,80.01,-0.195067773
0.003601,0.115,0.01,80.01,80.01,-0.195067773
0.003602,0.111,0.01,80.01,80.01,-0.195067773
0.003603,0.113,0.01,80.01,80.01,-0.195067773
0.003604,0.109,0.01,80.01,80.01,-0.195067773
0.003605,0.109,0.01,80.01,80.01,-0.195067773
0.003606,0.109,0.01,80.01,80.01,-0.195067773
0.003607,0.105,0.01,80.01,80.01,-0.195067773
0.003608,0.105,0.01,80.01,80.01,-0.195067773
0.003609,0.109,0.01,80.01,80.01,-0.195067773
0.00361,0.103,0.01,80.01,80.01,-0.195067773
0.003611,0.105,0.01,80.01,80.01,-0.195067773
0.003612,0.103,0.01,80.01,80.01,-0.195067773
0.003613,0.105,0.01,80.01,80.01,-0.195067773
0.003614,0.103,0.01,80.01,80.01,-0.195067773
0.003615,0.103,0.01,80.01,80.01,-0.195067773
0.003616,0.103,0.01,80.01,80.01,-0.195067773
0.003617,0.099,0.01,80.01,80.01,-0.195067773
0.003618,0.099,0.01,80.01,80.01,-0.195067773
0.003619,0.099,0.01,80.01,80.01,-0.195067773
0.00362,0.095,0.01,80.01,80.01,-0.195067773
0.003621,0.097,0.01,80.01,80.01,-0.195067773
0.003622,0.097,0.01,80.01,80.01,-0.195067773
0.003623,0.095,0.01,80.01,80.01,-0.195067773
0.003624,0.093,0.01,80.01,80.01,-0.195067773
0.003625,0.093,0.01,80.01,80.01,-0.195067773
0.003626,0.093,0.01,80.01,80.01,-0.195067773
0.003627,0.091,0.01,80.01,80.01,-0.195067773
0.003628,0.089,0.01,80.01,80.01,-0.195067773
0.003629,0.089,0.01,80.01,80.01,-0.195067773
0.00363,0.091,0.01,80.01,80.01,-0.195067773
0.003631,0.089,0.01,80.01,80.01,-0.195067773
0.003632,0.089,0.01,80.01,80.01,-0.195067773
0.003633,0.091,0.01,80.01,80.01,-0.195067773
0.003634,0.087,0.01,80.01,80.01,-0.195067773
0.003635,0.087,0.01,80.01,80.01,-0.195067773
0.003636,0.087,0.01,80.01,80.01,-0.195067773
0.003637,0.085,0.01,80.01,80.01,-0.195067773
0.003638,0.083,0.01,80.01,80.01,-0.195067773
0.003639,0.087,0.01,80.01,80.01,-0.195067773
0.00364,0.087,0.01,80.01,80.01,-0.195067773
0.003641,0.083,0.01,80.01,80.01,-0.195067773
0.003642,0.081,0.01,80.01,80.01,-0.195067773
0.003643,0.085,0.01,80.01,80.01,-0.195067773
0.003644,0.083,0.01,80.01,80.01,-0.195067773
0.003645,0.081,0.01,80.01,80.01,-0.195067773
0.003646,0.083,0.01,80.01,80.01,-0.195067773
0.003647,0.081,0.01,80.01,80.01,-0.195067773
0.003648,0.081,0.01,80.01,80.01,-0.195067773
0.003649,0.083,0.01,80.01,80.01,-0.195067773
0.00365,0.081,-0.01,79.99,79.99,-0.19501156
0.003651,0.079,-0.01,79.99,79.99,-0.19501156
0.003652,0.079,-0.01,79.99,79.99,-0.19501156
0.003653,0.081,-0.01,79.99,79.99,-0.19501156
0.003654,0.079,-0.01,79.99,79.99,-0.19501156
0.003655,0.075,-0.01,79.99,79.99,-0.19501156
0.003656,0.077,-0.01,79.99,79.99,-0.19501156
0.003657,0.077,-0.01,79.99,79.99,-0.19501156
0.003658,0.077,-0.01,79.99,79.99,-0.19501156
0.003659,0.075,-0.01,79.99,79.99,-0.19501156
0.00366,0.079,-0.01,79.99,79.99,-0.19501156
0.003661,0.077,-0.01,79.99,79.99,-0.19501156
0.003662,0.075,-0.01,79.99,79.99,-0.19501156
0.003663,0.077,-0.01,79.99,79.99,-0.19501156
0.003664,0.077,-0.01,79.99,79.99,-0.19501156
0.003665,0.073,-0.01,79.99,79.99,-0.19501156
0.003666,0.075,-0.01,79.99,79.99,-0.19501156
0.003667,0.075,-0.01,79.99,79.99,-0.19501156
0.003668,0.075,-0.01,79.99,79.99,-0.19501156
0.003669,0.075,-0.01,79.99,79.99,-0.19501156
0.00367,0.073,-0.01,79.99,79.99,-0.19501156
0.003671,0.071,-0.01,79.99,79.99,-0.19501156
0.003672,0.075,-0.01,79.99,79.99,-0.19501156
0.003673,0.077,-0.01,79.99,79.99,-0.19501156
0.003674,0.075,-0.01,79.99,79.99,-0.19501156
0.003675,0.069,-0.01,79.99,79.99,-0.19501156
0.003676,0.073,-0.01,79.99,79.99,-0.19501156
0.003677,0.073,-0.01,79.99,79.99,-0.19501156
0.003678,0.077,-0.01,79.99,79.99,-0.19501156
0.003679,0.073,-0.01,79.99,79.99,-0.19501156
0.00368,0.073,-0.01,79.99,79.99,-0.19501156
0.003681,0.075,-0.01,79.99,79.99,-0.19501156
0.003682,0.075,-0.01,79.99,79.99,-0.19501156
0.003683,0.073,-0.01,79.99,79.99,-0.19501156
0.003684,0.073,-0.01,79.99,79.99,-0.19501156
0.003685,0.073,-0.01,79.99,79.99,-0.19501156
0.003686,0.073,-0.01,79.99,79.99,-0.19501156
0.003687,0.071,-0.01,79.99,79.99,-0.19501156
0.003688,0.071,-0.01,79.99,79.99,-0.19501156
0.003689,0.075,-0.01,79.99,79.99,-0.19501156
0.00369,0.073,-0.01,79.99,79.99,-0.19501156
0.003691,0.075,-0.01,79.99,79.99,-0.19501156
0.003692,0.073,-0.01,79.99,79.99,-0.19501156
0.003693,0.075,-0.01,79.99,79.99,-0.19501156
0.003694,0.069,-0.01,79.99,79.99,-0.19501156
0.003695,0.073,-0.03,79.97,79.97,-0.19495868
0.003696,0.071,-0.03,79.97,79.97,-0.19495868
0.003697,0.075,-0.03,79.97,79.97,-0.19495868
0.003698,0.075,-0.03,79.97,79.97,-0.19495868
0.003699,0.075,-0.03,79.97,79.97,-0.19495868
0.0037,0.077,-0.01,79.99,79.99,-0.19501156
0.003701,0.077,-0.03,79.97,79.97,-0.19495868
0.003702,0.077,-0.03,79.97,79.97,-0.19495868
0.003703,0.077,-0.03,79.97,79.97,-0.19495868
0.003704,0.079,-0.03,79.97,79.97,-0.19495868
0.003705,0.073,-0.03,79.97,79.97,-0.19495868
0.003706,0.077,-0.03,79.97,79.97,-0.19495868
0.003707,0.077,-0.03,79.97,79.97,-0.19495868
0.003708,0.077,-0.03,79.97,79.97,-0.19495868
0.003709,0.077,-0.03,79.97,79.97,-0.19495868
0.00371,0.077,-0.03,79.97,79.97,-0.19495868
0.003711,0.075,-0.03,79.97,79.97,-0.19495868
0.003712,0.075,-0.03,79.97,79.97,-0.19495868
0.003713,0.079,-0.03,79.97,79.97,-0.19495868
0.003714,0.081,-0.03,79.97,79.97,-0.19495868
0.003715,0.075,-0.03,79.97,79.97,-0.19495868
0.003716,0.075,-0.03,79.97,79.97,-0.19495868
0.003717,0.081,-0.03,79.97,79.97,-0.19495868
0.003718,0.081,-0.03,79.97,79.97,-0.19495868
0.003719,0.079,-0.03,79.97,79.97,-0.19495868
0.00372,0.081,-0.03,79.97,79.97,-0.19495868
0.003721,0.079,-0.03,79.97,79.97,-0.19495868
0.003722,0.081,-0.03,79.97,79.97,-0.19495868
0.003723,0.077,-0.03,79.97,79.97,-0.19495868
0.003724,0.079,-0.03,79.97,79.97,-0.19495868
0.003725,0.083,-0.03,79.97,79.97,-0.19495868
0.003726,0.081,-0.03,79.97,79.97,-0.19495868
0.003727,0.083,-0.03,79.97,79.97,-0.19495868
0.003728,0.083,-0.03,79.97,79.97,-0.19495868
0.003729,0.085,-0.03,79.97,79.97,-0.19495868
0.00373,0.081,-0.03,79.97,79.97,-0.19495868
0.003731,0.085,-0.03,79.97,79.97,-0.19495868
0.003732,0.081,-0.03,79.97,79.97,-0.19495868
0.003733,0.087,-0.03,79.97,79.97,-0.19495868
0.003734,0.089,-0.03,79.97,79.97,-0.19495868
0.003735,0.089,-0.03,79.97,79.97,-0.19495868
0.003736,0.087,-0.03,79.97,79.97,-0.19495868
0.003737,0.089,-0.03,79.97,79.97,-0.19495868
0.003738,0.093,-0.03,79.97,79.97,-0.19495868
0.003739,0.087,-0.03,79.97,79.97,-0.19495868
0.00374,0.085,-0.03,79.97,79.97,-0.19495868
0.003741,0.085,-0.03,79.97,79.97,-0.19495868
0.003742,0.093,-0.03,79.97,79.97,-0.19495868
0.003743,0.091,-0.03,79.97,79.97,-0.19495868
0.003744,0.087,-0.05,79.95,79.95,-0.1949058
0.003745,0.093,-0.03,79.97,79.97,-0.19495868
0.003746,0.093,-0.05,79.95,79.95,-0.1949058
0.003747,0.091,-0.05,79.95,79.95,-0.1949058
0.003748,0.095,-0.05,79.95,79.95,-0.1949058
0.003749,0.095,-0.05,79.95,79.95,-0.1949058
0.00375,0.093,-0.05,79.95,79.95,-0.1949058
0.003751,0.093,-0.05,79.95,79.95,-0.1949058
0.003752,0.095,-0.05,79.95,79.95,-0.1949058
0.003753,0.093,-0.05,79.95,79.95,-0.1949058
0.003754,0.097,-0.05,79.95,79.95,-0.1949058
0.003755,0.099,-0.05,79.95,79.95,-0.1949058
0.003756,0.099,-0.05,79.95,79.95,-0.1949058
0.003757,0.103,-0.05,79.95,79.95,-0.1949058
0.003758,0.099,-0.05,79.95,79.95,-0.1949058
0.003759,0.099,-0.05,79.95,79.95,-0.1949058
0.00376,0.101,-0.05,79.95,79.95,-0.1949058
0.003761,0.103,-0.05,79.95,79.95,-0.1949058
0.003762,0.101,-0.05,79.95,79.95,-0.1949058
0.003763,0.099,-0.05,79.95,79.95,-0.1949058
0.003764,0.105,-0.05,79.95,79.95,-0.1949058
0.003765,0.103,-0.05,79.95,79.95,-0.1949058
0.003766,0.103,-0.05,79.95,79.95,-0.1949058
0.003767,0.105,-0.05,79.95,79.95,-0.1949058
0.003768,0.107,-0.05,79.95,79.95,-0.1949058
0.003769,0.107,-0.05,79.95,79.95,-0.1949058
0.00377,0.107,-0.05,79.95,79.95,-0.1949058
0.003771,0.107,-0.05,79.95,79.95,-0.1949058
0.003772,0.109,-0.05,79.95,79.95,-0.1949058
0.003773,0.111,-0.05,79.95,79.95,-0.1949058
0.003774,0.113,-0.05,79.95,79.95,-0.1949058
0.003775,0.111,-0.05,79.95,79.95,-0.1949058
0.003776,0.111,-0.05,79.95,79.95,-0.1949058
0.003777,0.111,-0.05,79.95,79.95,-0.1949058
0.003778,0.115,-0.05,79.95,79.95,-0.1949058
0.003779,0.113,-0.05,79.95,79.95,-0.1949058
0.00378,0.117,-0.05,79.95,79.95,-0.1949058
0.003781,0.113,-0.05,79.95,79.95,-0.1949058
0.003782,0.115,-0.05,79.95,79.95,-0.1949058
0.003783,0.113,-0.05,79.95,79.95,-0.1949058
0.003784,0.117,-0.05,79.95,79.95,-0.1949058
0.003785,0.121,-0.05,79.95,79.95,-0.1949058
0.003786,0.117,-0.05,79.95,79.95,-0.1949058
0.003787,0.115,-0.05,79.95,79.95,-0.1949058
0.003788,0.119,-0.05,79.95,79.95,-0.1949058
0.003789,0.121,-0.05,79.95,79.95,-0.1949058
0.00379,0.123,-0.05,79.95,79.95,-0.1949058
0.003791,0.123,-0.05,79.95,79.95,-0.1949058
0.003792,0.125,-0.05,79.95,79.95,-0.1949058
0.003793,0.123,-0.05,79.95,79.95,-0.1949058
0.003794,0.119,-0.07,79.93,79.93,-0.19485292
0.003795,0.125,-0.07,79.93,79.93,-0.19485292
0.003796,0.127,-0.07,79.93,79.93,-0.19485292
0.003797,0.127,-0.07,79.93,79.93,-0.19485292
0.003798,0.127,-0.07,79.93,79.93,-0.19485292
0.003799,0.129,-0.05,79.95,79.95,-0.1949058
0.0038,0.129,-0.07,79.93,79.93,-0.19485292
0.003801,0.129,-0.07,79.93,79.93,-0.19485292
0.003802,0.129,-0.07,79.93,79.93,-0.19485292
0.003803,0.129,-0.07,79.93,79.93,-0.19485292
0.003804,0.133,-0.07,79.93,79.93,-0.19485292
0.003805,0.129,-0.07,79.93,79.93,-0.19485292
0.003806,0.135,-0.07,79.93,79.93,-0.19485292
0.003807,0.135,-0.07,79.93,79.93,-0.19485292
0.003808,0.133,-0.07,79.93,79.93,-0.19485292
0.003809,0.139,-0.07,79.93,79.93,-0.19485292
0.00381,0.139,-0.07,79.93,79.93,-0.19485292
0.003811,0.141,-0.07,79.93,79.93,-0.19485292
0.003812,0.137,-0.07,79.93,79.93,-0.19485292
0.003813,0.139,-0.07,79.93,79.93,-0.19485292
0.003814,0.137,-0.07,79.93,79.93,-0.19485292
0.003815,0.141,-0.07,79.93,79.93,-0.19485292
0.003816,0.139,-0.07,79.93,79.93,-0.19485292
0.003817,0.145,-0.07,79.93,79.93,-0.19485292
0.003818,0.143,-0.07,79.93,79.93,-0.19485292
0.003819,0.145,-0.07,79.93,79.93,-0.19485292
0.00382,0.147,-0.07,79.93,79.93,-0.19485292
0.003821,0.143,-0.07,79.93,79.93,-0.19485292
0.003822,0.145,-0.07,79.93,79.93,-0.19485292
0.003823,0.147,-0.07,79.93,79.93,-0.19485292
0.003824,0.151,-0.07,79.93,79.93,-0.19485292
0.003825,0.143,-0.07,79.93,79.93,-0.19485292
0.003826,0.149,-0.07,79.93,79.93,-0.19485292
0.003827,0.147,-0.07,79.93,79.93,-0.19485292
0.003828,0.149,-0.07,79.93,79.93,-0.19485292
0.003829,0.153,-0.07,79.93,79.93,-0.19485292
0.00383,0.153,-0.07,79.93,79.93,-0.19485292
0.003831,0.151,-0.07,79.93,79.93,-0.19485292
0.003832,0.155,-0.07,79.93,79.93,-0.19485292
0.003833,0.153,-0.07,79.93,79.93,-0.19485292
0.003834,0.155,-0.07,79.93,79.93,-0.19485292
0.003835,0.153,-0.07,79.93,79.93,-0.19485292
0.003836,0.155,-0.07,79.93,79.93,-0.19485292
0.003837,0.159,-0.07,79.93,79.93,-0.19485292
0.003838,0.159,-0.07,79.93,79.93,-0.19485292
0.003839,0.157,-0.07,79.93,79.93,-0.19485292
0.00384,0.159,-0.07,79.93,79.93,-0.19485292
0.003841,0.157,-0.07,79.93,79.93,-0.19485292
0.003842,0.161,-0.07,79.93,79.93,-0.19485292
0.003843,0.159,-0.07,79.93,79.93,-0.19485292
0.003844,0.161,-0.09,79.91,79.91,-0.19480004
0.003845,0.163,-0.07,79.93,79.93,-0.19485292
0.003846,0.163,-0.09,79.91,79.91,-0.19480004
0.003847,0.163,-0.07,79.93,79.93,-0.19485292
0.003848,0.163,-0.07,79.93,79.93,-0.19485292
0.003849,0.163,-0.09,79.91,79.91,-0.19480004
0.00385,0.161,-0.09,79.91,79.91,-0.19480004
0.003851,0.167,-0.09,79.91,79.91,-0.19480004
0.003852,0.167,-0.09,79.91,79.91,-0.19480004
0.003853,0.169,-0.09,79.91,79.91,-0.19480004
0.003854,0.169,-0.09,79.91,79.91,-0.19480004
0.003855,0.165,-0.09,79.91,79.91,-0.19480004
0.003856,0.167,-0.09,79.91,79.91,-0.19480004
0.003857,0.167,-0.09,79.91,79.91,-0.19480004
0.003858,0.165,-0.09,79.91,79.91,-0.19480004
0.003859,0.167,-0.09,79.91,79.91,-0.19480004
0.00386,0.173,-0.09,79.91,79.91,-0.19480004
0.003861,0.169,-0.09,79.91,79.91,-0.19480004
0.003862,0.169,-0.09,79.91,79.91,-0.19480004
0.003863,0.173,-0.09,79.91,79.91,-0.19480004
0.003864,0.175,-0.09,79.91,79.91,-0.19480004
0.003865,0.171,-0.09,79.91,79.91,-0.19480004
0.003866,0.179,-0.09,79.91,79.91,-0.19480004
0.003867,0.173,-0.09,79.91,79.91,-0.19480004
0.003868,0.175,-0.09,79.91,79.91,-0.19480004
0.003869,0.179,-0.09,79.91,79.91,-0.19480004
0.00387,0.177,-0.09,79.91,79.91,-0.19480004
0.003871,0.177,-0.09,79.91,79.91,-0.19480004
0.003872,0.181,-0.09,79.91,79.91,-0.19480004
0.003873,0.181,-0.09,79.91,79.91,-0.19480004
0.003874,0.181,-0.09,79.91,79.91,-0.19480004
0.003875,0.183,-0.09,79.91,79.91,-0.19480004
0.003876,0.179,-0.09,79.91,79.91,-0.19480004
0.003877,0.183,-0.09,79.91,79.91,-0.19480004
0.003878,0.179,-0.09,79.91,79.91,-0.19480004
0.003879,0.183,-0.09,79.91,79.91,-0.19480004
0.00388,0.183,-0.09,79.91,79.91,-0.19480004
0.003881,0.183,-0.09,79.91,79.91,-0.19480004
0.003882,0.189,-0.09,79.91,79.91,-0.19480004
0.003883,0.183,-0.09,79.91,79.91,-0.19480004
0.003884,0.187,-0.09,79.91,79.91,-0.19480004
0.003885,0.187,-0.09,79.91,79.91,-0.19480004
0.003886,0.185,-0.09,79.91,79.91,-0.19480004
0.003887,0.189,-0.09,79.91,79.91,-0.19480004
0.003888,0.187,-0.09,79.91,79.91,-0.19480004
0.003889,0.187,-0.09,79.91,79.91,-0.19480004
0.00389,0.189,-0.09,79.91,79.91,-0.19480004
0.003891,0.189,-0.09,79.91,79.91,-0.19480004
0.003892,0.189,-0.09,79.91,79.91,-0.19480004
0.003893,0.187,-0.09,79.91,79.91,-0.19480004
0.003894,0.191,-0.09,79.91,79.91,-0.19480004
0.003895,0.193,-0.11,79.89,79.89,-0.19474716
0.003896,0.191,-0.11,79.89,79.89,-0.19474716
0.003897,0.193,-0.11,79.89,79.89,-0.19474716
0.003898,0.195,-0.11,79.89,79.89,-0.19474716
0.003899,0.193,-0.11,79.89,79.89,-0.19474716
0.0039,0.197,-0.11,79.89,79.89,-0.19474716
0.003901,0.195,-0.11,79.89,79.89,-0.19474716
0.003902,0.193,-0.11,79.89,79.89,-0.19474716
0.003903,0.195,-0.11,79.89,79.89,-0.19474716
0.003904,0.195,-0.11,79.89,79.89,-0.19474716
0.003905,0.197,-0.11,79.89,79.89,-0.19474716
0.003906,0.197,-0.11,79.89,79.89,-0.19474716
0.003907,0.197,-0.11,79.89,79.89,-0.19474716
0.003908,0.199,-0.11,79.89,79.89,-0.19474716
0.003909,0.199,-0.11,79.89,79.89,-0.19474716
0.00391,0.201,-0.11,79.89,79.89,-0.19474716
0.003911,0.199,-0.11,79.89,79.89,-0.19474716
0.003912,0.201,-0.11,79.89,79.89,-0.19474716
0.003913,0.201,-0.11,79.89,79.89,-0.19474716
0.003914,0.205,-0.11,79.89,79.89,-0.19474716
0.003915,0.201,-0.11,79.89,79.89,-0.19474716
0.003916,0.201,-0.11,79.89,79.89,-0.19474716
0.003917,0.201,-0.11,79.89,79.89,-0.19474716
0.003918,0.201,-0.11,79.89,79.89,-0.19474716
0.003919,0.201,-0.11,79.89,79.89,-0.19474716
0.00392,0.203,-0.11,79.89,79.89,-0.19474716
0.003921,0.205,-0.11,79.89,79.89,-0.19474716
0.003922,0.201,-0.11,79.89,79.89,-0.19474716
0.003923,0.205,-0.11,79.89,79.89,-0.19474716
0.003924,0.203,-0.11,79.89,79.89,-0.19474716
0.003925,0.207,-0.11,79.89,79.89,-0.19474716
0.003926,0.205,-0.11,79.89,79.89,-0.19474716
0.003927,0.205,-0.11,79.89,79.89,-0.19474716
0.003928,0.205,-0.11,79.89,79.89,-0.19474716
0.003929,0.203,-0.11,79.89,79.89,-0.19474716
0.00393,0.203,-0.11,79.89,79.89,-0.19474716
0.003931,0.213,-0.11,79.89,79.89,-0.19474716
0.003932,0.205,-0.11,79.89,79.89,-0.19474716
0.003933,0.209,-0.11,79.89,79.89,-0.19474716
0.003934,0.207,-0.11,79.89,79.89,-0.19474716
0.003935,0.213,-0.11,79.89,79.89,-0.19474716
0.003936,0.207,-0.11,79.89,79.89,-0.19474716
0.003937,0.209,-0.11,79.89,79.89,-0.19474716
0.003938,0.209,-0.11,79.89,79.89,-0.19474716
0.003939,0.205,-0.11,79.89,79.89,-0.19474716
0.00394,0.213,-0.11,79.89,79.89,-0.19474716
0.003941,0.213,-0.13,79.87,79.87,-0.19469428
0.003942,0.211,-0.11,79.89,79.89,-0.19474716
0.003943,0.213,-0.11,79.89,79.89,-0.19474716
0.003944,0.211,-0.11,79.89,79.89,-0.19474716
0.003945,0.213,-0.11,79.89,79.89,-0.19474716
0.003946,0.213,-0.13,79.87,79.87,-0.19469428
0.003947,0.213,-0.13,79.87,79.87,-0.19469428
0.003948,0.217,-0.11,79.89,79.89,-0.19474716
0.003949,0.215,-0.11,79.89,79.89,-0.19474716
0.00395,0.217,-0.11,79.89,79.89,-0.19474716
0.003951,0.215,-0.13,79.87,79.87,-0.19469428
0.003952,0.217,-0.13,79.87,79.87,-0.19469428
0.003953,0.215,-0.11,79.89,79.89,-0.19474716
0.003954,0.213,-0.13,79.87,79.87,-0.19469428
0.003955,0.213,-0.13,79.87,79.87,-0.19469428
0.003956,0.219,-0.13,79.87,79.87,-0.19469428
0.003957,0.219,-0.13,79.87,79.87,-0.19469428
0.003958,0.217,-0.11,79.89,79.89,-0.19474716
0.003959,0.217,-0.13,79.87,79.87,-0.19469428
0.00396,0.217,-0.13,79.87,79.87,-0.19469428
0.003961,0.219,-0.13,79.87,79.87,-0.19469428
0.003962,0.215,-0.13,79.87,79.87,-0.19469428
0.003963,0.219,-0.13,79.87,79.87,-0.19469428
0.003964,0.217,-0.13,79.87,79.87,-0.19469428
0.003965,0.219,-0.13,79.87,79.87,-0.19469428
0.003966,0.219,-0.13,79.87,79.87,-0.19469428
0.003967,0.221,-0.13,79.87,79.87,-0.19469428
0.003968,0.219,-0.13,79.87,79.87,-0.19469428
0.003969,0.219,-0.13,79.87,79.87,-0.19469428
0.00397,0.225,-0.13,79.87,79.87,-0.19469428
0.003971,0.221,-0.13,79.87,79.87,-0.19469428
0.003972,0.219,-0.13,79.87,79.87,-0.19469428
0.003973,0.223,-0.13,79.87,79.87,-0.19469428
0.003974,0.223,-0.13,79.87,79.87,-0.19469428
0.003975,0.223,-0.13,79.87,79.87,-0.19469428
0.003976,0.219,-0.13,79.87,79.87,-0.19469428
0.003977,0.221,-0.13,79.87,79.87,-0.19469428
0.003978,0.223,-0.13,79.87,79.87,-0.19469428
0.003979,0.223,-0.13,79.87,79.87,-0.19469428
0.00398,0.223,-0.13,79.87,79.87,-0.19469428
0.003981,0.219,-0.13,79.87,79.87,-0.19469428
0.003982,0.223,-0.13,79.87,79.87,-0.19469428
0.003983,0.221,-0.13,79.87,79.87,-0.19469428
0.003984,0.221,-0.13,79.87,79.87,-0.19469428
0.003985,0.227,-0.13,79.87,79.87,-0.19469428
0.003986,0.227,-0.13,79.87,79.87,-0.19469428
0.003987,0.227,-0.13,79.87,79.87,-0.19469428
0.003988,0.227,-0.13,79.87,79.87,-0.19469428
0.003989,0.229,-0.13,79.87,79.87,-0.19469428
0.00399,0.225,-0.13,79.87,79.87,-0.19469428
0.003991,0.227,-0.13,79.87,79.87,-0.19469428
0.003992,0.229,-0.15,79.85,79.85,-0.1946414
0.003993,0.227,-0.13,79.87,79.87,-0.19469428
0.003994,0.225,-0.13,79.87,79.87,-0.19469428
0.003995,0.225,-0.15,79.85,79.85,-0.1946414
0.003996,0.229,-0.13,79.87,79.87,-0.19469428
0.003997,0.229,-0.13,79.87,79.87,-0.19469428
0.003998,0.227,-0.15,79.85,79.85,-0.1946414
0.003999,0.229,-0.15,79.85,79.85,-0.1946414
0.004,0.231,-0.15,79.85,79.85,-0.1946414
0.004001,0.227,-0.15,79.85,79.85,-0.1946414
0.004002,0.229,-0.15,79.85,79.85,-0.1946414
0.004003,0.229,-0.15,79.85,79.85,-0.1946414
0.004004,0.229,-0.15,79.85,79.85,-0.1946414
0.004005,0.227,-0.15,79.85,79.85,-0.1946414
0.004006,0.231,-0.15,79.85,79.85,-0.1946414
0.004007,0.231,-0.15,79.85,79.85,-0.1946414
0.004008,0.231,-0.15,79.85,79.85,-0.1946414
0.004009,0.237,-0.15,79.85,79.85,-0.1946414
0.00401,0.233,-0.15,79.85,79.85,-0.1946414
0.004011,0.231,-0.15,79.85,79.85,-0.1946414
0.004012,0.231,-0.15,79.85,79.85,-0.1946414
0.004013,0.231,-0.15,79.85,79.85,-0.1946414
0.004014,0.231,-0.15,79.85,79.85,-0.1946414
0.004015,0.233,-0.15,79.85,79.85,-0.1946414
0.004016,0.233,-0.15,79.85,79.85,-0.1946414
0.004017,0.231,-0.15,79.85,79.85,-0.1946414
0.004018,0.233,-0.15,79.85,79.85,-0.1946414
0.004019,0.237,-0.15,79.85,79.85,-0.1946414
0.00402,0.231,-0.15,79.85,79.85,-0.1946414
0.004021,0.237,-0.15,79.85,79.85,-0.1946414
0.004022,0.235,-0.15,79.85,79.85,-0.1946414
0.004023,0.235,-0.15,79.85,79.85,-0.1946414
0.004024,0.235,-0.15,79.85,79.85,-0.1946414
0.004025,0.235,-0.15,79.85,79.85,-0.1946414
0.004026,0.237,-0.15,79.85,79.85,-0.1946414
0.004027,0.239,-0.15,79.85,79.85,-0.1946414
0.004028,0.237,-0.15,79.85,79.85,-0.1946414
0.004029,0.239,-0.15,79.85,79.85,-0.1946414
0.00403,0.237,-0.15,79.85,79.85,-0.1946414
0.004031,0.237,-0.15,79.85,79.85,-0.1946414
0.004032,0.237,-0.15,79.85,79.85,-0.1946414
0.004033,0.235,-0.15,79.85,79.85,-0.1946414
0.004034,0.237,-0.15,79.85,79.85,-0.1946414
0.004035,0.235,-0.15,79.85,79.85,-0.1946414
0.004036,0.237,-0.15,79.85,79.85,-0.1946414
0.004037,0.241,-0.15,79.85,79.85,-0.1946414
0.004038,0.237,-0.15,79.85,79.85,-0.1946414
0.004039,0.239,-0.15,79.85,79.85,-0.1946414
0.00404,0.243,-0.15,79.85,79.85,-0.1946414
0.004041,0.239,-0.15,79.85,79.85,-0.1946414
0.004042,0.239,-0.15,79.85,79.85,-0.1946414
0.004043,0.243,-0.15,79.85,79.85,-0.1946414
0.004044,0.239,-0.17,79.83,79.83,-0.19458852
0.004045,0.239,-0.17,79.83,79.83,-0.19458852
0.004046,0.239,-0.17,79.83,79.83,-0.19458852
0.004047,0.241,-0.17,79.83,79.83,-0.19458852
0.004048,0.241,-0.15,79.85,79.85,-0.1946414
0.004049,0.241,-0.17,79.83,79.83,-0.19458852
0.00405,0.245,-0.17,79.83,79.83,-0.19458852
0.004051,0.237,-0.17,79.83,79.83,-0.19458852
0.004052,0.241,-0.17,79.83,79.83,-0.19458852
0.004053,0.237,-0.17,79.83,79.83,-0.19458852
0.004054,0.241,-0.17,79.83,79.83,-0.19458852
0.004055,0.241,-0.17,79.83,79.83,-0.19458852
0.004056,0.249,-0.17,79.83,79.83,-0.19458852
0.004057,0.245,-0.17,79.83,79.83,-0.19458852
0.004058,0.241,-0.17,79.83,79.83,-0.19458852
0.004059,0.247,-0.17,79.83,79.83,-0.19458852
0.00406,0.245,-0.17,79.83,79.83,-0.19458852
0.004061,0.239,-0.17,79.83,79.83,-0.19458852
0.004062,0.243,-0.17,79.83,79.83,-0.19458852
