Record Length,Analog:7000,,,,
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000,,,,
Vertical Units,CH1:V CH2:V,,,,
Vertical Scale,CH1:0.05 CH2:0.50,,,,
Vertical Offset,CH1:-0.17100 CH2:-0.13000,,,,
Horizontal Units,us,,,,
Horizontal Scale,500,,,,
Model Number,T3DSO1104 ,,,,
Serial Number,T0101C18470265,,,,
Software Version,8.1.6.1.26,,,,
Source,CH1,CH2,,,
Second,Volt,Volt,,voltage,wavelength
0.003097,0.303,0.21,80.21,80.21,-0.19566324
0.003098,0.303,0.21,80.21,80.21,-0.19566324
0.003099,0.305,0.21,80.21,80.21,-0.19566324
0.0031,0.305,0.21,80.21,80.21,-0.19566324
0.003101,0.305,0.21,80.21,80.21,-0.19566324
0.003102,0.307,0.21,80.21,80.21,-0.19566324
0.003103,0.305,0.21,80.21,80.21,-0.19566324
0.003104,0.305,0.21,80.21,80.21,-0.19566324
0.003105,0.307,0.21,80.21,80.21,-0.19566324
0.003106,0.305,0.21,80.21,80.21,-0.19566324
0.003107,0.303,0.21,80.21,80.21,-0.19566324
0.003108,0.307,0.21,80.21,80.21,-0.19566324
0.003109,0.305,0.21,80.21,80.21,-0.19566324
0.00311,0.303,0.21,80.21,80.21,-0.19566324
0.003111,0.303,0.21,80.21,80.21,-0.19566324
0.003112,0.307,0.21,80.21,80.21,-0.19566324
0.003113,0.305,0.21,80.21,80.21,-0.19566324
0.003114,0.303,0.21,80.21,80.21,-0.19566324
0.003115,0.303,0.21,80.21,80.21,-0.19566324
0.003116,0.305,0.21,80.21,80.21,-0.19566324
0.003117,0.307,0.21,80.21,80.21,-0.19566324
0.003118,0.305,0.21,80.21,80.21,-0.19566324
0.003119,0.305,0.21,80.21,80.21,-0.19566324
0.00312,0.301,0.21,80.21,80.21,-0.19566324
0.003121,0.305,0.21,80.21,80.21,-0.19566324
0.003122,0.305,0.21,80.21,80.21,-0.19566324
0.003123,0.303,0.21,80.21,80.21,-0.19566324
0.003124,0.303,0.21,80.21,80.21,-0.19566324
0.003125,0.299,0.21,80.21,80.21,-0.19566324
0.003126,0.305,0.21,80.21,80.21,-0.19566324
0.003127,0.299,0.21,80.21,80.21,-0.19566324
0.003128,0.305,0.21,80.21,80.21,-0.19566324
0.003129,0.301,0.21,80.21,80.21,-0.19566324
0.00313,0.301,0.21,80.21,80.21,-0.19566324
0.003131,0.303,0.21,80.21,80.21,-0.19566324
0.003132,0.305,0.21,80.21,80.21,-0.19566324
0.003133,0.303,0.21,80.21,80.21,-0.19566324
0.003134,0.301,0.21,80.21,80.21,-0.19566324
0.003135,0.301,0.21,80.21,80.21,-0.19566324
0.003136,0.303,0.21,80.21,80.21,-0.19566324
0.003137,0.299,0.21,80.21,80.21,-0.19566324
0.003138,0.305,0.21,80.21,80.21,-0.19566324
0.003139,0.303,0.21,80.21,80.21,-0.19566324
0.00314,0.305,0.21,80.21,80.21,-0.19566324
0.003141,0.303,0.21,80.21,80.21,-0.19566324
0.003142,0.301,0.21,80.21,80.21,-0.19566324
0.003143,0.303,0.21,80.21,80.21,-0.19566324
0.003144,0.303,0.21,80.21,80.21,-0.19566324
0.003145,0.305,0.21,80.21,80.21,-0.19566324
0.003146,0.299,0.19,80.19,80.19,-0.195603693
0.003147,0.303,0.21,80.21,80.21,-0.19566324
0.003148,0.299,0.19,80.19,80.19,-0.195603693
0.003149,0.303,0.19,80.19,80.19,-0.195603693
0.00315,0.305,0.19,80.19,80.19,-0.195603693
0.003151,0.305,0.19,80.19,80.19,-0.195603693
0.003152,0.303,0.19,80.19,80.19,-0.195603693
0.003153,0.305,0.21,80.21,80.21,-0.19566324
0.003154,0.301,0.19,80.19,80.19,-0.195603693
0.003155,0.305,0.19,80.19,80.19,-0.195603693
0.003156,0.303,0.19,80.19,80.19,-0.195603693
0.003157,0.301,0.19,80.19,80.19,-0.195603693
0.003158,0.303,0.19,80.19,80.19,-0.195603693
0.003159,0.301,0.19,80.19,80.19,-0.195603693
0.00316,0.299,0.19,80.19,80.19,-0.195603693
0.003161,0.303,0.19,80.19,80.19,-0.195603693
0.003162,0.301,0.19,80.19,80.19,-0.195603693
0.003163,0.301,0.19,80.19,80.19,-0.195603693
0.003164,0.303,0.19,80.19,80.19,-0.195603693
0.003165,0.301,0.19,80.19,80.19,-0.195603693
0.003166,0.305,0.19,80.19,80.19,-0.195603693
0.003167,0.303,0.19,80.19,80.19,-0.195603693
0.003168,0.301,0.19,80.19,80.19,-0.195603693
0.003169,0.301,0.19,80.19,80.19,-0.195603693
0.00317,0.305,0.19,80.19,80.19,-0.195603693
0.003171,0.301,0.19,80.19,80.19,-0.195603693
0.003172,0.305,0.19,80.19,80.19,-0.195603693
0.003173,0.303,0.19,80.19,80.19,-0.195603693
0.003174,0.301,0.19,80.19,80.19,-0.195603693
0.003175,0.301,0.19,80.19,80.19,-0.195603693
0.003176,0.299,0.19,80.19,80.19,-0.195603693
0.003177,0.305,0.19,80.19,80.19,-0.195603693
0.003178,0.303,0.19,80.19,80.19,-0.195603693
0.003179,0.301,0.19,80.19,80.19,-0.195603693
0.00318,0.299,0.19,80.19,80.19,-0.195603693
0.003181,0.301,0.19,80.19,80.19,-0.195603693
0.003182,0.299,0.19,80.19,80.19,-0.195603693
0.003183,0.303,0.19,80.19,80.19,-0.195603693
0.003184,0.299,0.19,80.19,80.19,-0.195603693
0.003185,0.301,0.19,80.19,80.19,-0.195603693
0.003186,0.301,0.19,80.19,80.19,-0.195603693
0.003187,0.297,0.19,80.19,80.19,-0.195603693
0.003188,0.301,0.19,80.19,80.19,-0.195603693
0.003189,0.301,0.19,80.19,80.19,-0.195603693
0.00319,0.299,0.19,80.19,80.19,-0.195603693
0.003191,0.303,0.19,80.19,80.19,-0.195603693
0.003192,0.301,0.19,80.19,80.19,-0.195603693
0.003193,0.299,0.17,80.17,80.17,-0.195544147
0.003194,0.303,0.17,80.17,80.17,-0.195544147
0.003195,0.299,0.19,80.19,80.19,-0.195603693
0.003196,0.299,0.17,80.17,80.17,-0.195544147
0.003197,0.299,0.19,80.19,80.19,-0.195603693
0.003198,0.301,0.17,80.17,80.17,-0.195544147
0.003199,0.301,0.17,80.17,80.17,-0.195544147
0.0032,0.301,0.17,80.17,80.17,-0.195544147
0.003201,0.299,0.19,80.19,80.19,-0.195603693
0.003202,0.297,0.17,80.17,80.17,-0.195544147
0.003203,0.299,0.17,80.17,80.17,-0.195544147
0.003204,0.299,0.17,80.17,80.17,-0.195544147
0.003205,0.299,0.17,80.17,80.17,-0.195544147
0.003206,0.299,0.17,80.17,80.17,-0.195544147
0.003207,0.303,0.17,80.17,80.17,-0.195544147
0.003208,0.299,0.17,80.17,80.17,-0.195544147
0.003209,0.303,0.17,80.17,80.17,-0.195544147
0.00321,0.301,0.17,80.17,80.17,-0.195544147
0.003211,0.297,0.17,80.17,80.17,-0.195544147
0.003212,0.301,0.17,80.17,80.17,-0.195544147
0.003213,0.297,0.17,80.17,80.17,-0.195544147
0.003214,0.301,0.17,80.17,80.17,-0.195544147
0.003215,0.299,0.17,80.17,80.17,-0.195544147
0.003216,0.299,0.17,80.17,80.17,-0.195544147
0.003217,0.299,0.17,80.17,80.17,-0.195544147
0.003218,0.299,0.17,80.17,80.17,-0.195544147
0.003219,0.299,0.17,80.17,80.17,-0.195544147
0.00322,0.299,0.17,80.17,80.17,-0.195544147
0.003221,0.301,0.17,80.17,80.17,-0.195544147
0.003222,0.297,0.17,80.17,80.17,-0.195544147
0.003223,0.297,0.17,80.17,80.17,-0.195544147
0.003224,0.297,0.17,80.17,80.17,-0.195544147
0.003225,0.299,0.17,80.17,80.17,-0.195544147
0.003226,0.299,0.17,80.17,80.17,-0.195544147
0.003227,0.299,0.17,80.17,80.17,-0.195544147
0.003228,0.299,0.17,80.17,80.17,-0.195544147
0.003229,0.299,0.17,80.17,80.17,-0.195544147
0.00323,0.299,0.17,80.17,80.17,-0.195544147
0.003231,0.299,0.17,80.17,80.17,-0.195544147
0.003232,0.297,0.17,80.17,80.17,-0.195544147
0.003233,0.301,0.17,80.17,80.17,-0.195544147
0.003234,0.299,0.17,80.17,80.17,-0.195544147
0.003235,0.299,0.17,80.17,80.17,-0.195544147
0.003236,0.299,0.17,80.17,80.17,-0.195544147
0.003237,0.299,0.17,80.17,80.17,-0.195544147
0.003238,0.297,0.17,80.17,80.17,-0.195544147
0.003239,0.297,0.17,80.17,80.17,-0.195544147
0.00324,0.301,0.17,80.17,80.17,-0.195544147
0.003241,0.299,0.17,80.17,80.17,-0.195544147
0.003242,0.299,0.17,80.17,80.17,-0.195544147
0.003243,0.293,0.17,80.17,80.17,-0.195544147
0.003244,0.293,0.17,80.17,80.17,-0.195544147
0.003245,0.299,0.17,80.17,80.17,-0.195544147
0.003246,0.297,0.17,80.17,80.17,-0.195544147
0.003247,0.297,0.17,80.17,80.17,-0.195544147
0.003248,0.293,0.15,80.15,80.15,-0.1954846
0.003249,0.295,0.15,80.15,80.15,-0.1954846
0.00325,0.301,0.15,80.15,80.15,-0.1954846
0.003251,0.295,0.15,80.15,80.15,-0.1954846
0.003252,0.297,0.15,80.15,80.15,-0.1954846
0.003253,0.295,0.15,80.15,80.15,-0.1954846
0.003254,0.299,0.15,80.15,80.15,-0.1954846
0.003255,0.297,0.15,80.15,80.15,-0.1954846
0.003256,0.297,0.15,80.15,80.15,-0.1954846
0.003257,0.295,0.15,80.15,80.15,-0.1954846
0.003258,0.295,0.15,80.15,80.15,-0.1954846
0.003259,0.299,0.15,80.15,80.15,-0.1954846
0.00326,0.299,0.15,80.15,80.15,-0.1954846
0.003261,0.293,0.15,80.15,80.15,-0.1954846
0.003262,0.297,0.15,80.15,80.15,-0.1954846
0.003263,0.301,0.15,80.15,80.15,-0.1954846
0.003264,0.295,0.15,80.15,80.15,-0.1954846
0.003265,0.293,0.15,80.15,80.15,-0.1954846
0.003266,0.293,0.15,80.15,80.15,-0.1954846
0.003267,0.295,0.15,80.15,80.15,-0.1954846
0.003268,0.295,0.15,80.15,80.15,-0.1954846
0.003269,0.295,0.15,80.15,80.15,-0.1954846
0.00327,0.293,0.15,80.15,80.15,-0.1954846
0.003271,0.293,0.15,80.15,80.15,-0.1954846
0.003272,0.295,0.15,80.15,80.15,-0.1954846
0.003273,0.295,0.15,80.15,80.15,-0.1954846
0.003274,0.289,0.15,80.15,80.15,-0.1954846
0.003275,0.293,0.15,80.15,80.15,-0.1954846
0.003276,0.295,0.15,80.15,80.15,-0.1954846
0.003277,0.291,0.15,80.15,80.15,-0.1954846
0.003278,0.295,0.15,80.15,80.15,-0.1954846
0.003279,0.295,0.15,80.15,80.15,-0.1954846
0.00328,0.289,0.15,80.15,80.15,-0.1954846
0.003281,0.293,0.15,80.15,80.15,-0.1954846
0.003282,0.291,0.15,80.15,80.15,-0.1954846
0.003283,0.293,0.15,80.15,80.15,-0.1954846
0.003284,0.293,0.15,80.15,80.15,-0.1954846
0.003285,0.293,0.15,80.15,80.15,-0.1954846
0.003286,0.293,0.15,80.15,80.15,-0.1954846
0.003287,0.295,0.15,80.15,80.15,-0.1954846
0.003288,0.295,0.15,80.15,80.15,-0.1954846
0.003289,0.293,0.15,80.15,80.15,-0.1954846
0.00329,0.289,0.15,80.15,80.15,-0.1954846
0.003291,0.293,0.15,80.15,80.15,-0.1954846
0.003292,0.289,0.15,80.15,80.15,-0.1954846
0.003293,0.291,0.15,80.15,80.15,-0.1954846
0.003294,0.289,0.15,80.15,80.15,-0.1954846
0.003295,0.289,0.13,80.13,80.13,-0.195425053
0.003296,0.287,0.13,80.13,80.13,-0.195425053
0.003297,0.291,0.15,80.15,80.15,-0.1954846
0.003298,0.295,0.13,80.13,80.13,-0.195425053
0.003299,0.289,0.13,80.13,80.13,-0.195425053
0.0033,0.291,0.15,80.15,80.15,-0.1954846
0.003301,0.289,0.13,80.13,80.13,-0.195425053
0.003302,0.293,0.13,80.13,80.13,-0.195425053
0.003303,0.289,0.13,80.13,80.13,-0.195425053
0.003304,0.291,0.13,80.13,80.13,-0.195425053
0.003305,0.291,0.13,80.13,80.13,-0.195425053
0.003306,0.287,0.13,80.13,80.13,-0.195425053
0.003307,0.289,0.13,80.13,80.13,-0.195425053
0.003308,0.291,0.13,80.13,80.13,-0.195425053
0.003309,0.285,0.13,80.13,80.13,-0.195425053
0.00331,0.287,0.13,80.13,80.13,-0.195425053
0.003311,0.287,0.13,80.13,80.13,-0.195425053
0.003312,0.283,0.13,80.13,80.13,-0.195425053
0.003313,0.291,0.13,80.13,80.13,-0.195425053
0.003314,0.289,0.13,80.13,80.13,-0.195425053
0.003315,0.285,0.13,80.13,80.13,-0.195425053
0.003316,0.285,0.13,80.13,80.13,-0.195425053
0.003317,0.285,0.13,80.13,80.13,-0.195425053
0.003318,0.289,0.13,80.13,80.13,-0.195425053
0.003319,0.287,0.15,80.15,80.15,-0.1954846
0.00332,0.285,0.13,80.13,80.13,-0.195425053
0.003321,0.285,0.13,80.13,80.13,-0.195425053
0.003322,0.283,0.13,80.13,80.13,-0.195425053
0.003323,0.287,0.13,80.13,80.13,-0.195425053
0.003324,0.283,0.13,80.13,80.13,-0.195425053
0.003325,0.285,0.13,80.13,80.13,-0.195425053
0.003326,0.285,0.13,80.13,80.13,-0.195425053
0.003327,0.285,0.13,80.13,80.13,-0.195425053
0.003328,0.281,0.13,80.13,80.13,-0.195425053
0.003329,0.283,0.13,80.13,80.13,-0.195425053
0.00333,0.281,0.13,80.13,80.13,-0.195425053
0.003331,0.285,0.13,80.13,80.13,-0.195425053
0.003332,0.281,0.13,80.13,80.13,-0.195425053
0.003333,0.285,0.13,80.13,80.13,-0.195425053
0.003334,0.279,0.13,80.13,80.13,-0.195425053
0.003335,0.283,0.13,80.13,80.13,-0.195425053
0.003336,0.283,0.13,80.13,80.13,-0.195425053
0.003337,0.283,0.13,80.13,80.13,-0.195425053
0.003338,0.281,0.13,80.13,80.13,-0.195425053
0.003339,0.281,0.13,80.13,80.13,-0.195425053
0.00334,0.283,0.15,80.15,80.15,-0.1954846
0.003341,0.281,0.13,80.13,80.13,-0.195425053
0.003342,0.277,0.13,80.13,80.13,-0.195425053
0.003343,0.279,0.13,80.13,80.13,-0.195425053
0.003344,0.277,0.11,80.11,80.11,-0.195365507
0.003345,0.281,0.13,80.13,80.13,-0.195425053
0.003346,0.277,0.13,80.13,80.13,-0.195425053
0.003347,0.279,0.13,80.13,80.13,-0.195425053
0.003348,0.277,0.11,80.11,80.11,-0.195365507
0.003349,0.281,0.13,80.13,80.13,-0.195425053
0.00335,0.279,0.11,80.11,80.11,-0.195365507
0.003351,0.279,0.11,80.11,80.11,-0.195365507
0.003352,0.273,0.11,80.11,80.11,-0.195365507
0.003353,0.277,0.11,80.11,80.11,-0.195365507
0.003354,0.277,0.11,80.11,80.11,-0.195365507
0.003355,0.275,0.11,80.11,80.11,-0.195365507
0.003356,0.279,0.11,80.11,80.11,-0.195365507
0.003357,0.277,0.11,80.11,80.11,-0.195365507
0.003358,0.273,0.11,80.11,80.11,-0.195365507
0.003359,0.275,0.11,80.11,80.11,-0.195365507
0.00336,0.273,0.11,80.11,80.11,-0.195365507
0.003361,0.275,0.11,80.11,80.11,-0.195365507
0.003362,0.275,0.11,80.11,80.11,-0.195365507
0.003363,0.275,0.11,80.11,80.11,-0.195365507
0.003364,0.273,0.11,80.11,80.11,-0.195365507
0.003365,0.273,0.11,80.11,80.11,-0.195365507
0.003366,0.277,0.11,80.11,80.11,-0.195365507
0.003367,0.277,0.11,80.11,80.11,-0.195365507
0.003368,0.271,0.11,80.11,80.11,-0.195365507
0.003369,0.273,0.11,80.11,80.11,-0.195365507
0.00337,0.273,0.11,80.11,80.11,-0.195365507
0.003371,0.271,0.11,80.11,80.11,-0.195365507
0.003372,0.271,0.11,80.11,80.11,-0.195365507
0.003373,0.273,0.11,80.11,80.11,-0.195365507
0.003374,0.273,0.11,80.11,80.11,-0.195365507
0.003375,0.271,0.11,80.11,80.11,-0.195365507
0.003376,0.265,0.13,80.13,80.13,-0.195425053
0.003377,0.269,0.11,80.11,80.11,-0.195365507
0.003378,0.271,0.11,80.11,80.11,-0.195365507
0.003379,0.267,0.11,80.11,80.11,-0.195365507
0.00338,0.269,0.11,80.11,80.11,-0.195365507
0.003381,0.273,0.11,80.11,80.11,-0.195365507
0.003382,0.267,0.11,80.11,80.11,-0.195365507
0.003383,0.265,0.11,80.11,80.11,-0.195365507
0.003384,0.269,0.11,80.11,80.11,-0.195365507
0.003385,0.267,0.11,80.11,80.11,-0.195365507
0.003386,0.265,0.11,80.11,80.11,-0.195365507
0.003387,0.265,0.11,80.11,80.11,-0.195365507
0.003388,0.263,0.11,80.11,80.11,-0.195365507
0.003389,0.267,0.11,80.11,80.11,-0.195365507
0.00339,0.267,0.11,80.11,80.11,-0.195365507
0.003391,0.267,0.11,80.11,80.11,-0.195365507
0.003392,0.261,0.11,80.11,80.11,-0.195365507
0.003393,0.261,0.11,80.11,80.11,-0.195365507
0.003394,0.267,0.11,80.11,80.11,-0.195365507
0.003395,0.265,0.11,80.11,80.11,-0.195365507
0.003396,0.263,0.11,80.11,80.11,-0.195365507
0.003397,0.265,0.11,80.11,80.11,-0.195365507
0.003398,0.265,0.09,80.09,80.09,-0.19530596
0.003399,0.265,0.09,80.09,80.09,-0.19530596
0.0034,0.259,0.11,80.11,80.11,-0.195365507
0.003401,0.261,0.09,80.09,80.09,-0.19530596
0.003402,0.265,0.11,80.11,80.11,-0.195365507
0.003403,0.263,0.09,80.09,80.09,-0.19530596
0.003404,0.265,0.09,80.09,80.09,-0.19530596
0.003405,0.261,0.09,80.09,80.09,-0.19530596
0.003406,0.263,0.09,80.09,80.09,-0.19530596
0.003407,0.259,0.09,80.09,80.09,-0.19530596
0.003408,0.257,0.09,80.09,80.09,-0.19530596
0.003409,0.261,0.09,80.09,80.09,-0.19530596
0.00341,0.261,0.09,80.09,80.09,-0.19530596
0.003411,0.257,0.09,80.09,80.09,-0.19530596
0.003412,0.255,0.09,80.09,80.09,-0.19530596
0.003413,0.257,0.09,80.09,80.09,-0.19530596
0.003414,0.257,0.09,80.09,80.09,-0.19530596
0.003415,0.257,0.09,80.09,80.09,-0.19530596
0.003416,0.257,0.09,80.09,80.09,-0.19530596
0.003417,0.257,0.09,80.09,80.09,-0.19530596
0.003418,0.257,0.09,80.09,80.09,-0.19530596
0.003419,0.253,0.09,80.09,80.09,-0.19530596
0.00342,0.255,0.09,80.09,80.09,-0.19530596
0.003421,0.253,0.09,80.09,80.09,-0.19530596
0.003422,0.255,0.09,80.09,80.09,-0.19530596
0.003423,0.255,0.09,80.09,80.09,-0.19530596
0.003424,0.253,0.09,80.09,80.09,-0.19530596
0.003425,0.257,0.09,80.09,80.09,-0.19530596
0.003426,0.253,0.09,80.09,80.09,-0.19530596
0.003427,0.255,0.09,80.09,80.09,-0.19530596
0.003428,0.255,0.09,80.09,80.09,-0.19530596
0.003429,0.257,0.09,80.09,80.09,-0.19530596
0.00343,0.255,0.09,80.09,80.09,-0.19530596
0.003431,0.257,0.09,80.09,80.09,-0.19530596
0.003432,0.251,0.09,80.09,80.09,-0.19530596
0.003433,0.255,0.09,80.09,80.09,-0.19530596
0.003434,0.255,0.09,80.09,80.09,-0.19530596
0.003435,0.249,0.09,80.09,80.09,-0.19530596
0.003436,0.249,0.09,80.09,80.09,-0.19530596
0.003437,0.253,0.09,80.09,80.09,-0.19530596
0.003438,0.249,0.09,80.09,80.09,-0.19530596
0.003439,0.251,0.09,80.09,80.09,-0.19530596
0.00344,0.251,0.09,80.09,80.09,-0.19530596
0.003441,0.247,0.09,80.09,80.09,-0.19530596
0.003442,0.249,0.07,80.07,80.07,-0.195246413
0.003443,0.245,0.07,80.07,80.07,-0.195246413
0.003444,0.245,0.09,80.09,80.09,-0.19530596
0.003445,0.245,0.09,80.09,80.09,-0.19530596
0.003446,0.245,0.09,80.09,80.09,-0.19530596
0.003447,0.247,0.09,80.09,80.09,-0.19530596
0.003448,0.247,0.07,80.07,80.07,-0.195246413
0.003449,0.247,0.09,80.09,80.09,-0.19530596
0.00345,0.245,0.09,80.09,80.09,-0.19530596
0.003451,0.241,0.09,80.09,80.09,-0.19530596
0.003452,0.245,0.07,80.07,80.07,-0.195246413
0.003453,0.243,0.09,80.09,80.09,-0.19530596
0.003454,0.243,0.07,80.07,80.07,-0.195246413
0.003455,0.239,0.07,80.07,80.07,-0.195246413
0.003456,0.241,0.07,80.07,80.07,-0.195246413
0.003457,0.243,0.07,80.07,80.07,-0.195246413
0.003458,0.239,0.07,80.07,80.07,-0.195246413
0.003459,0.237,0.07,80.07,80.07,-0.195246413
0.00346,0.243,0.07,80.07,80.07,-0.195246413
0.003461,0.243,0.07,80.07,80.07,-0.195246413
0.003462,0.241,0.09,80.09,80.09,-0.19530596
0.003463,0.239,0.07,80.07,80.07,-0.195246413
0.003464,0.241,0.07,80.07,80.07,-0.195246413
0.003465,0.239,0.07,80.07,80.07,-0.195246413
0.003466,0.235,0.07,80.07,80.07,-0.195246413
0.003467,0.237,0.07,80.07,80.07,-0.195246413
0.003468,0.237,0.07,80.07,80.07,-0.195246413
0.003469,0.237,0.07,80.07,80.07,-0.195246413
0.00347,0.235,0.07,80.07,80.07,-0.195246413
0.003471,0.237,0.07,80.07,80.07,-0.195246413
0.003472,0.233,0.07,80.07,80.07,-0.195246413
0.003473,0.237,0.07,80.07,80.07,-0.195246413
0.003474,0.233,0.07,80.07,80.07,-0.195246413
0.003475,0.235,0.07,80.07,80.07,-0.195246413
0.003476,0.231,0.07,80.07,80.07,-0.195246413
0.003477,0.233,0.07,80.07,80.07,-0.195246413
0.003478,0.231,0.07,80.07,80.07,-0.195246413
0.003479,0.233,0.07,80.07,80.07,-0.195246413
0.00348,0.235,0.07,80.07,80.07,-0.195246413
0.003481,0.231,0.07,80.07,80.07,-0.195246413
0.003482,0.229,0.07,80.07,80.07,-0.195246413
0.003483,0.227,0.09,80.09,80.09,-0.19530596
0.003484,0.231,0.07,80.07,80.07,-0.195246413
0.003485,0.229,0.07,80.07,80.07,-0.195246413
0.003486,0.229,0.09,80.09,80.09,-0.19530596
0.003487,0.227,0.07,80.07,80.07,-0.195246413
0.003488,0.227,0.07,80.07,80.07,-0.195246413
0.003489,0.223,0.07,80.07,80.07,-0.195246413
0.00349,0.221,0.05,80.05,80.05,-0.195186867
0.003491,0.227,0.07,80.07,80.07,-0.195246413
0.003492,0.227,0.07,80.07,80.07,-0.195246413
0.003493,0.221,0.07,80.07,80.07,-0.195246413
0.003494,0.225,0.07,80.07,80.07,-0.195246413
0.003495,0.221,0.05,80.05,80.05,-0.195186867
0.003496,0.223,0.07,80.07,80.07,-0.195246413
0.003497,0.225,0.07,80.07,80.07,-0.195246413
0.003498,0.221,0.07,80.07,80.07,-0.195246413
0.003499,0.223,0.05,80.05,80.05,-0.195186867
0.0035,0.217,0.05,80.05,80.05,-0.195186867
0.003501,0.217,0.07,80.07,80.07,-0.195246413
0.003502,0.219,0.05,80.05,80.05,-0.195186867
0.003503,0.215,0.05,80.05,80.05,-0.195186867
0.003504,0.217,0.05,80.05,80.05,-0.195186867
0.003505,0.217,0.05,80.05,80.05,-0.195186867
0.003506,0.215,0.05,80.05,80.05,-0.195186867
0.003507,0.211,0.05,80.05,80.05,-0.195186867
0.003508,0.211,0.05,80.05,80.05,-0.195186867
0.003509,0.211,0.05,80.05,80.05,-0.195186867
0.00351,0.215,0.05,80.05,80.05,-0.195186867
0.003511,0.211,0.05,80.05,80.05,-0.195186867
0.003512,0.211,0.05,80.05,80.05,-0.195186867
0.003513,0.209,0.05,80.05,80.05,-0.195186867
0.003514,0.207,0.05,80.05,80.05,-0.195186867
0.003515,0.211,0.05,80.05,80.05,-0.195186867
0.003516,0.207,0.05,80.05,80.05,-0.195186867
0.003517,0.205,0.05,80.05,80.05,-0.195186867
0.003518,0.205,0.05,80.05,80.05,-0.195186867
0.003519,0.203,0.07,80.07,80.07,-0.195246413
0.00352,0.203,0.05,80.05,80.05,-0.195186867
0.003521,0.205,0.05,80.05,80.05,-0.195186867
0.003522,0.199,0.05,80.05,80.05,-0.195186867
0.003523,0.199,0.05,80.05,80.05,-0.195186867
0.003524,0.199,0.05,80.05,80.05,-0.195186867
0.003525,0.197,0.05,80.05,80.05,-0.195186867
0.003526,0.195,0.05,80.05,80.05,-0.195186867
0.003527,0.197,0.05,80.05,80.05,-0.195186867
0.003528,0.197,0.05,80.05,80.05,-0.195186867
0.003529,0.193,0.05,80.05,80.05,-0.195186867
0.00353,0.193,0.05,80.05,80.05,-0.195186867
0.003531,0.195,0.05,80.05,80.05,-0.195186867
0.003532,0.191,0.05,80.05,80.05,-0.195186867
0.003533,0.189,0.05,80.05,80.05,-0.195186867
0.003534,0.195,0.05,80.05,80.05,-0.195186867
0.003535,0.187,0.05,80.05,80.05,-0.195186867
0.003536,0.185,0.05,80.05,80.05,-0.195186867
0.003537,0.185,0.05,80.05,80.05,-0.195186867
0.003538,0.185,0.05,80.05,80.05,-0.195186867
0.003539,0.183,0.05,80.05,80.05,-0.195186867
0.00354,0.183,0.05,80.05,80.05,-0.195186867
0.003541,0.179,0.05,80.05,80.05,-0.195186867
0.003542,0.183,0.05,80.05,80.05,-0.195186867
0.003543,0.181,0.05,80.05,80.05,-0.195186867
0.003544,0.181,0.03,80.03,80.03,-0.19512732
0.003545,0.177,0.03,80.03,80.03,-0.19512732
0.003546,0.179,0.05,80.05,80.05,-0.195186867
0.003547,0.173,0.05,80.05,80.05,-0.195186867
0.003548,0.175,0.03,80.03,80.03,-0.19512732
0.003549,0.171,0.03,80.03,80.03,-0.19512732
0.00355,0.173,0.03,80.03,80.03,-0.19512732
0.003551,0.169,0.03,80.03,80.03,-0.19512732
0.003552,0.171,0.03,80.03,80.03,-0.19512732
0.003553,0.169,0.03,80.03,80.03,-0.19512732
0.003554,0.167,0.03,80.03,80.03,-0.19512732
0.003555,0.165,0.03,80.03,80.03,-0.19512732
0.003556,0.163,0.03,80.03,80.03,-0.19512732
0.003557,0.165,0.03,80.03,80.03,-0.19512732
0.003558,0.163,0.03,80.03,80.03,-0.19512732
0.003559,0.159,0.03,80.03,80.03,-0.19512732
0.00356,0.159,0.03,80.03,80.03,-0.19512732
0.003561,0.157,0.03,80.03,80.03,-0.19512732
0.003562,0.159,0.03,80.03,80.03,-0.19512732
0.003563,0.157,0.03,80.03,80.03,-0.19512732
0.003564,0.157,0.03,80.03,80.03,-0.19512732
0.003565,0.153,0.03,80.03,80.03,-0.19512732
0.003566,0.153,0.03,80.03,80.03,-0.19512732
0.003567,0.153,0.03,80.03,80.03,-0.19512732
0.003568,0.151,0.03,80.03,80.03,-0.19512732
0.003569,0.151,0.03,80.03,80.03,-0.19512732
0.00357,0.149,0.03,80.03,80.03,-0.19512732
0.003571,0.145,0.03,80.03,80.03,-0.19512732
0.003572,0.143,0.03,80.03,80.03,-0.19512732
0.003573,0.147,0.03,80.03,80.03,-0.19512732
0.003574,0.143,0.03,80.03,80.03,-0.19512732
0.003575,0.143,0.03,80.03,80.03,-0.19512732
0.003576,0.141,0.03,80.03,80.03,-0.19512732
0.003577,0.139,0.03,80.03,80.03,-0.19512732
0.003578,0.141,0.03,80.03,80.03,-0.19512732
0.003579,0.139,0.03,80.03,80.03,-0.19512732
0.00358,0.139,0.03,80.03,80.03,-0.19512732
0.003581,0.135,0.03,80.03,80.03,-0.19512732
0.003582,0.135,0.03,80.03,80.03,-0.19512732
0.003583,0.133,0.03,80.03,80.03,-0.19512732
0.003584,0.133,0.03,80.03,80.03,-0.19512732
0.003585,0.127,0.05,80.05,80.05,-0.195186867
0.003586,0.129,0.03,80.03,80.03,-0.19512732
